sum_id,pert_id,pert_iname,perts_target,pert_type,pert_itime,pert_idose,mean_rankpt_2,mean_rankpt_4,mean_rankpt_6,is_expressed_4,is_expressed_6,rankpt_1,rankpt_2,rankpt_3,rankpt_4,rankpt_5,rankpt_6,rankpt_7,rankpt_8,rankpt_9,npos,nneg,ncell,nsig,norm_rankpt,norm_cs,cell_id,best4_index,best6_index,sig_id
CGS001-642,CGS001-642,BLMH,BLMH,trt_sh.cgs,144 h|96 h,1 åµL|1.5 åµL|2 åµL,99.5514,97.2928,77.2869,1,1,99.7237,99.3791,99.3411,90.7273,74.5505,0,0,-68.5011,-666,5,1,8,10,99.4|99.7|0|0|99.3|90.7|74.6|-68.5,1.48|1.59|0|0|1.39|1.12|0.74|-0.86,A375|A549|HA1E|HCC515|HEPG2|HT29|MCF7|PC3,2|1|5|6,2|1|5|6|7|3,CGS001_A375_96H:BLMH:1|CGS001_A549_96H:BLMH:1|CGS001_HA1E_96H:BLMH:1.5|CGS001_HCC515_96H:BLMH:2|CGS001_HEPG2_96H:BLMH:1.5|CGS001_HT29_96H:BLMH:1|CGS001_MCF7_96H:BLMH:2|CGS001_MCF7_144H:BLMH:2|CGS001_PC3_96H:BLMH:2|CGS001_PC3_144H:BLMH:2
BRD-A11678676,BRD-A11678676,wortmannin,PI3K,trt_cp,24 h|6 h,10 åµM,98.4826,97.2752,91.4966,-666,-666,99.9385,97.0267,96.3378,95.7978,85.3589,74.5196,0,0,-75.3663,6,1,9,19,97|99.9|0|-75.4|95.8|85.4|0|74.5|96.3,1.32|1.61|0|-1.05|1.27|1.03|0|0.94|1.31,A375|HA1E|HCC515|HEPG2|MCF7|PC3|VCAP|A549|HT29,2|1|9|5,2|1|9|5|6|8,CPC004_A375_6H:BRD-A11678676-001-03-4:10|CPC004_HA1E_24H:BRD-A11678676-001-03-4:10|CPC004_HA1E_6H:BRD-A11678676-001-03-4:10|CPC004_HCC515_24H:BRD-A11678676-001-03-4:10|CPC004_HCC515_6H:BRD-A11678676-001-03-4:10|CPC004_HEPG2_6H:BRD-A11678676-001-03-4:10|CPC004_MCF7_6H:BRD-A11678676-001-03-4:10|CPC004_PC3_24H:BRD-A11678676-001-03-4:10|CPC004_PC3_6H:BRD-A11678676-001-03-4:10|CPC004_VCAP_24H:BRD-A11678676-001-03-4:10|CPC004_VCAP_6H:BRD-A11678676-001-03-4:10|CPC016_A375_6H:BRD-A11678676-001-03-4:10|CPC016_A549_24H:BRD-A11678676-001-03-4:10|CPC016_A549_6H:BRD-A11678676-001-03-4:10|CPC016_HEPG2_6H:BRD-A11678676-001-03-4:10|CPC016_HT29_6H:BRD-A11678676-001-03-4:10|CPC016_MCF7_24H:BRD-A11678676-001-03-4:10|CPC016_MCF7_6H:BRD-A11678676-001-03-4:10|CPC004_HT29_6H:BRD-A11678676-001-03-4:10
CGS001-9520,CGS001-9520,NPEPPS,NPEPPS,trt_sh.cgs,120 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,98.0156,97.0625,64.7083,1,1,98.1763,97.8549,96.4211,95.7975,0,0,0,0,0,4,0,9,9,97.9|98.2|0|96.4|0|0|0|95.8|0,1.36|1.4|0|1.32|0|0|0|1.25|0,A375|A549|HA1E|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,2|1|4|8,2|1|4|8|3|5,CGS001_A375_96H:NPEPPS:1|CGS001_A549_96H:NPEPPS:1|CGS001_HA1E_96H:NPEPPS:1.5|CGS001_HCC515_96H:NPEPPS:2|CGS001_HEPG2_96H:NPEPPS:1.5|CGS001_HT29_96H:NPEPPS:1|CGS001_MCF7_96H:NPEPPS:2|CGS001_PC3_96H:NPEPPS:2|CGS001_VCAP_120H:NPEPPS:5
BRD-K99818283,BRD-K99818283,PIK-90,PI3K,trt_cp,24 h|6 h,10 åµM,97.8862,96.795,94.6166,-666,-666,99.3274,96.4451,96.2406,95.167,93.2349,87.2849,72.7171,-50.5461,-666,7,1,8,16,-50.5|96.2|93.2|96.4|99.3|87.3|95.2|72.7,-0.72|1.35|1.2|1.32|1.48|1.05|1.25|0.85,A375|A549|HA1E|HCC515|HT29|MCF7|PC3|VCAP,5|4|2|7,5|4|2|7|3|6,CPC006_A375_24H:BRD-K99818283-001-01-8:10|CPC006_A375_6H:BRD-K99818283-001-01-8:10|CPC006_A549_24H:BRD-K99818283-001-01-8:10|CPC006_A549_6H:BRD-K99818283-001-01-8:10|CPC006_HA1E_24H:BRD-K99818283-001-01-8:10|CPC006_HA1E_6H:BRD-K99818283-001-01-8:10|CPC006_HCC515_24H:BRD-K99818283-001-01-8:10|CPC006_HCC515_6H:BRD-K99818283-001-01-8:10|CPC006_HT29_24H:BRD-K99818283-001-01-8:10|CPC006_MCF7_24H:BRD-K99818283-001-01-8:10|CPC006_PC3_24H:BRD-K99818283-001-01-8:10|CPC006_PC3_6H:BRD-K99818283-001-01-8:10|CPC006_VCAP_6H:BRD-K99818283-001-01-8:10|CPC006_HT29_6H:BRD-K99818283-001-01-8:10|CPC006_MCF7_6H:BRD-K99818283-001-01-8:10|CPC006_VCAP_24H:BRD-K99818283-001-01-8:10
BRD-K70792160,BRD-K70792160,10-DEBC,"IGF1R stimulation of AKT, ????",trt_cp,24 h|6 h,20 åµM,99.3525,96.791,78.0064,-666,-666,100,98.7051,94.3199,94.1392,80.8745,0,0,0,-52.4344,5,1,9,16,0|98.7|0|80.9|94.1|94.3|0|100|-52.4,0|1.47|0|1.01|1.21|1.26|0|1.79|-0.83,A375|A549|HA1E|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,8|2|6|5,8|2|6|5|4|1,CPC006_A375_24H:BRD-K70792160-003-02-0:24|CPC006_A375_6H:BRD-K70792160-003-02-0:24|CPC006_A549_24H:BRD-K70792160-003-02-0:24|CPC006_HA1E_24H:BRD-K70792160-003-02-0:24|CPC006_HA1E_6H:BRD-K70792160-003-02-0:24|CPC006_HCC515_6H:BRD-K70792160-003-02-0:24|CPC006_HEPG2_6H:BRD-K70792160-003-02-0:24|CPC006_HT29_24H:BRD-K70792160-003-02-0:24|CPC006_HT29_6H:BRD-K70792160-003-02-0:24|CPC006_MCF7_24H:BRD-K70792160-003-02-0:24|CPC006_PC3_24H:BRD-K70792160-003-02-0:24|CPC006_PC3_6H:BRD-K70792160-003-02-0:24|CPC006_VCAP_24H:BRD-K70792160-003-02-0:24|CPC006_VCAP_6H:BRD-K70792160-003-02-0:24|CPC006_A549_6H:BRD-K70792160-003-02-0:24|CPC006_MCF7_6H:BRD-K70792160-003-02-0:24
BRD-K97365803,BRD-K97365803,PI-828,PI3K,trt_cp,24 h|6 h,10 åµM,98.2227,96.7626,94.3807,-666,-666,99.3601,97.0852,96.433,94.172,93.9526,85.2816,78.5801,71.7949,66.8338,9,0,9,15,96.4|99.4|94.2|85.3|78.6|66.8|71.8|97.1|94,1.27|1.52|1.22|1.05|0.93|0.85|0.89|1.34|1.19,HA1E|HCC515|PC3|VCAP|A375|A549|HEPG2|HT29|MCF7,2|8|1|3,2|8|1|3|9|4,CPC001_HA1E_24H:BRD-K97365803-001-01-3:10|CPC001_HA1E_6H:BRD-K97365803-001-01-3:10|CPC001_HCC515_24H:BRD-K97365803-001-01-3:10|CPC001_HCC515_6H:BRD-K97365803-001-01-3:10|CPC001_PC3_6H:BRD-K97365803-001-01-3:10|CPC001_VCAP_24H:BRD-K97365803-001-01-3:10|CPC001_VCAP_6H:BRD-K97365803-001-01-3:10|CPC016_A375_6H:BRD-K97365803-001-01-3:10|CPC016_A549_24H:BRD-K97365803-001-01-3:10|CPC016_A549_6H:BRD-K97365803-001-01-3:10|CPC016_HEPG2_6H:BRD-K97365803-001-01-3:10|CPC016_HT29_6H:BRD-K97365803-001-01-3:10|CPC016_MCF7_24H:BRD-K97365803-001-01-3:10|CPC016_MCF7_6H:BRD-K97365803-001-01-3:10|CPC001_PC3_24H:BRD-K97365803-001-01-3:10
BRD-K53414658,BRD-K53414658,tivozanib,VEGF,trt_cp,24 h|6 h,1 åµM|10 åµM|500 nM,98.877,96.1655,91.7084,-666,-666,99.3235,98.4305,94.3568,92.551,86.9256,78.663,-22.4608,-63.421,-666,6,2,8,17,94.4|86.9|99.3|78.7|98.4|-22.5|-63.4|92.6,1.23|1.12|1.45|0.97|1.4|-0.4|-0.89|1.17,A375|A549|HA1E|HEPG2|HT29|MCF7|PC3|VCAP,3|5|1|8,3|5|1|8|2|4,CPC006_A375_6H:BRD-K53414658-001-01-7:10|CPC006_A549_24H:BRD-K53414658-001-01-7:10|CPC006_A549_6H:BRD-K53414658-001-01-7:10|CPC006_HA1E_24H:BRD-K53414658-001-01-7:10|CPC006_HEPG2_6H:BRD-K53414658-001-01-7:10|CPC006_HT29_24H:BRD-K53414658-001-01-7:10|CPC006_HT29_6H:BRD-K53414658-001-01-7:10|CPC006_MCF7_24H:BRD-K53414658-001-01-7:10|CPC006_PC3_24H:BRD-K53414658-001-01-7:10|CPC006_PC3_6H:BRD-K53414658-001-01-7:10|CPC006_VCAP_24H:BRD-K53414658-001-01-7:10|CPC006_VCAP_6H:BRD-K53414658-001-01-7:10|LJP001_MCF7_6H:BRD-K53414658-001-04-1:10|LJP001_MCF7_6H:BRD-K53414658-001-04-1:2|CPC006_A375_24H:BRD-K53414658-001-01-7:10|CPC006_HA1E_6H:BRD-K53414658-001-01-7:10|LJP001_MCF7_6H:BRD-K53414658-001-04-1:0.4
BRD-K18787491,BRD-K18787491,U-0126,MEK,trt_cp,24 h|6 h,10 åµM|3 åµM,98.6617,96.1237,89.7206,-666,-666,98.9011,98.4223,97.9073,89.2641,77.4293,76.3994,0,-56.1588,-666,6,1,8,15,77.4|89.3|-56.2|0|98.9|97.9|76.4|98.4,0.92|1.14|-0.88|0|1.43|1.37|0.86|1.41,HA1E|HCC515|VCAP|A549|HEPG2|HT29|MCF7|A375,5|8|6|2,5|8|6|2|1|7,CPC002_HA1E_24H:BRD-K18787491-001-05-2:10|CPC002_HA1E_6H:BRD-K18787491-001-05-2:10|CPC002_HCC515_24H:BRD-K18787491-001-05-2:10|CPC002_HCC515_6H:BRD-K18787491-001-05-2:10|CPC002_VCAP_24H:BRD-K18787491-001-05-2:10|CPC018_A549_24H:BRD-K18787491-001-07-8:10|CPC018_HEPG2_6H:BRD-K18787491-001-07-8:10|CPC018_HT29_6H:BRD-K18787491-001-07-8:10|CPC018_MCF7_24H:BRD-K18787491-001-07-8:10|CPC018_MCF7_6H:BRD-K18787491-001-07-8:10|CVD001_HEPG2_24H:BRD-K18787491-001-05-2:13.141|CVD001_HEPG2_24H:BRD-K18787491-001-05-2:3.2852|CVD001_HEPG2_6H:BRD-K18787491-001-05-2:13.141|CPC018_A375_6H:BRD-K18787491-001-07-8:10|CVD001_HEPG2_6H:BRD-K18787491-001-05-2:3.2852
BRD-K94294671,BRD-K94294671,OSI-027,mTOR,trt_cp,24 h|6 h,1 åµM|10 åµM|500 nM,98.1362,95.8297,91.7019,-666,-666,99.6683,96.6041,93.9566,93.0895,92.0049,74.8879,74.6359,69.1729,63.0037,9,0,9,18,74.6|69.2|92|94|63|74.9|96.6|99.7|93.1,0.87|0.88|1.17|1.24|0.73|0.93|1.29|1.56|1.18,A375|A549|HA1E|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,8|7|4|9,8|7|4|9|3|6,CPC014_A375_6H:BRD-K94294671-003-01-3:10|CPC014_A549_24H:BRD-K94294671-003-01-3:10|CPC014_A549_6H:BRD-K94294671-003-01-3:10|CPC014_HA1E_6H:BRD-K94294671-003-01-3:10|CPC014_HCC515_6H:BRD-K94294671-003-01-3:10|CPC014_HEPG2_6H:BRD-K94294671-003-01-3:10|CPC014_HT29_6H:BRD-K94294671-003-01-3:10|CPC014_MCF7_24H:BRD-K94294671-003-01-3:10|CPC014_MCF7_6H:BRD-K94294671-003-01-3:10|CPC014_PC3_24H:BRD-K94294671-003-01-3:10|CPC014_PC3_6H:BRD-K94294671-003-01-3:10|LJP001_MCF7_24H:BRD-K94294671-003-02-1:10|LJP001_MCF7_24H:BRD-K94294671-003-02-1:2|LJP001_MCF7_24H:BRD-K94294671-003-02-1:0.4|LJP001_MCF7_6H:BRD-K94294671-003-02-1:2|LJP001_MCF7_6H:BRD-K94294671-003-02-1:0.4|CPC014_VCAP_6H:BRD-K94294671-003-01-3:10|LJP001_MCF7_6H:BRD-K94294671-003-02-1:10
CGS001-2203,CGS001-2203,FBP1,FBP1,trt_sh.cgs,120 h|144 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,99.6623,95.6311,91.6026,1,1,99.7198,99.6048,91.8851,91.3148,83.6972,83.3939,70.7028,0,0,7,0,9,11,70.7|83.7|0|0|91.3|83.4|99.6|99.7|91.9,0.77|1.05|0|0|1.13|0.99|1.45|1.55|1.17,A375|A549|HA1E|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,8|7|9|5,8|7|9|5|2|6,CGS001_A375_96H:FBP1:1|CGS001_A549_96H:FBP1:1|CGS001_HA1E_96H:FBP1:1.5|CGS001_HCC515_96H:FBP1:2|CGS001_HEPG2_96H:FBP1:1.5|CGS001_HT29_96H:FBP1:1|CGS001_MCF7_96H:FBP1:2|CGS001_MCF7_144H:FBP1:2|CGS001_PC3_96H:FBP1:2|CGS001_PC3_144H:FBP1:2|CGS001_VCAP_120H:FBP1:5
CGS001-6443,CGS001-6443,SGCB,SGCB,trt_sh.cgs,120 h|144 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,97.5153,95.5703,63.7135,1,1,99.8335,95.1971,94.5325,92.718,0,0,0,0,-666,4,0,8,8,92.7|94.5|99.8|0|0|0|95.2|0,1.17|1.25|1.5|0|0|0|1.23|0,A375|HA1E|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,3|7|2|1,3|7|2|1|4|5,CGS001_A375_96H:SGCB:1|CGS001_HA1E_96H:SGCB:1.5|CGS001_HCC515_96H:SGCB:2|CGS001_HEPG2_96H:SGCB:1.5|CGS001_HT29_96H:SGCB:1|CGS001_MCF7_96H:SGCB:2|CGS001_PC3_144H:SGCB:2|CGS001_VCAP_120H:SGCB:5
CGS001-79143,CGS001-79143,MBOAT7,MBOAT7,trt_sh.cgs,120 h|144 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,97.2062,95.5597,89.6197,1,1,98.5323,95.8801,95.134,92.6924,78.2813,77.1982,0,-76.1212,-666,6,1,8,10,98.5|78.3|95.1|92.7|-76.1|77.2|0|95.9,1.39|0.96|1.27|1.15|-1.05|0.82|0|1.28,A375|A549|HA1E|HEPG2|HT29|MCF7|PC3|VCAP,1|8|3|4,1|8|3|4|2|6,CGS001_A375_96H:MBOAT7:1|CGS001_A549_96H:MBOAT7:1|CGS001_HA1E_96H:MBOAT7:1.5|CGS001_HEPG2_96H:MBOAT7:1.5|CGS001_HT29_96H:MBOAT7:1|CGS001_MCF7_96H:MBOAT7:2|CGS001_MCF7_144H:MBOAT7:2|CGS001_PC3_96H:MBOAT7:2|CGS001_PC3_144H:MBOAT7:2|CGS001_VCAP_120H:MBOAT7:5
CGS001-2247,CGS001-2247,FGF2,FGF2,trt_sh.cgs,120 h|144 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,99.6793,95.4704,76.7951,0,0,99.96,99.3986,95.7321,86.7909,78.8892,0,0,-40.8206,-60.0606,5,2,9,11,86.8|78.9|99.4|0|-40.8|-60.1|95.7|100|0,1.04|0.98|1.46|0|-0.78|-0.92|1.21|1.61|0,A375|A549|HA1E|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,8|3|7|1,8|3|7|1|2|4,CGS001_A375_96H:FGF2:1|CGS001_A549_96H:FGF2:1|CGS001_HA1E_96H:FGF2:1.5|CGS001_HCC515_96H:FGF2:2|CGS001_HEPG2_96H:FGF2:1.5|CGS001_HT29_96H:FGF2:1|CGS001_MCF7_96H:FGF2:2|CGS001_MCF7_144H:FGF2:2|CGS001_PC3_96H:FGF2:2|CGS001_PC3_144H:FGF2:2|CGS001_VCAP_120H:FGF2:5
BRD-K87947369,BRD-K87947369,tozasertib,"pan-aurora kinase as well as other kinases including Src, GSK3_, Flt3, JAK2, BCR-Abl (wild type) and BCR-Abl (T315I mutant).",trt_cp,24 h|6 h,10 åµM,97.772,95.3164,92.1646,-666,-666,97.7861,97.7579,95.3092,90.4126,87.5769,84.145,65.1099,0,-57.2358,7,1,9,17,90.4|97.8|87.6|84.1|65.1|97.8|0|95.3|-57.2,1.14|1.4|1.07|1.06|0.78|1.37|0|1.25|-0.88,A375|A549|HA1E|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,2|6|8|1,2|6|8|1|3|4,CPC006_A375_6H:BRD-K87947369-001-01-6:10|CPC006_A549_24H:BRD-K87947369-001-01-6:10|CPC006_A549_6H:BRD-K87947369-001-01-6:10|CPC006_HA1E_24H:BRD-K87947369-001-01-6:10|CPC006_HA1E_6H:BRD-K87947369-001-01-6:10|CPC006_HCC515_24H:BRD-K87947369-001-01-6:10|CPC006_HCC515_6H:BRD-K87947369-001-01-6:10|CPC006_HEPG2_6H:BRD-K87947369-001-01-6:10|CPC006_HT29_24H:BRD-K87947369-001-01-6:10|CPC006_HT29_6H:BRD-K87947369-001-01-6:10|CPC006_MCF7_24H:BRD-K87947369-001-01-6:10|CPC006_MCF7_6H:BRD-K87947369-001-01-6:10|CPC006_PC3_24H:BRD-K87947369-001-01-6:10|CPC006_PC3_6H:BRD-K87947369-001-01-6:10|CPC006_VCAP_24H:BRD-K87947369-001-01-6:10|CPC006_VCAP_6H:BRD-K87947369-001-01-6:10|CPC006_A375_24H:BRD-K87947369-001-01-6:10
CGS001-7077,CGS001-7077,TIMP2,TIMP2,trt_sh.cgs,120 h|144 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,99.5249,95.2985,92.208,1,1,99.5579,99.492,91.2748,90.8693,88.0982,83.9557,0,0,0,6,0,9,11,99.5|99.6|90.9|88.1|0|0|84|91.3|0,1.49|1.56|1.17|1.15|0|0|0.95|1.13|0,A375|A549|HA1E|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,2|1|8|3,2|1|8|3|4|7,CGS001_A375_96H:TIMP2:1|CGS001_A549_96H:TIMP2:1|CGS001_HA1E_96H:TIMP2:1.5|CGS001_HCC515_96H:TIMP2:2|CGS001_HEPG2_96H:TIMP2:1.5|CGS001_HT29_96H:TIMP2:1|CGS001_MCF7_96H:TIMP2:2|CGS001_MCF7_144H:TIMP2:2|CGS001_PC3_96H:TIMP2:2|CGS001_PC3_144H:TIMP2:2|CGS001_VCAP_120H:TIMP2:5
CGS001-944,CGS001-944,TNFSF8,TNFSF8,trt_sh.cgs,120 h|144 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,98.5994,95.2943,78.4151,0,0,99.0052,98.1936,93.8826,90.0957,89.3136,0,0,0,-51.5906,5,1,9,11,98.2|99|0|90.1|0|0|-51.6|89.3|93.9,1.36|1.46|0|1.18|0|0|-0.81|1.1|1.21,A375|A549|HA1E|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,2|1|9|4,2|1|9|4|8|3,CGS001_A375_96H:TNFSF8:1|CGS001_A549_96H:TNFSF8:1|CGS001_HA1E_96H:TNFSF8:1.5|CGS001_HCC515_96H:TNFSF8:2|CGS001_HEPG2_96H:TNFSF8:1.5|CGS001_HT29_96H:TNFSF8:1|CGS001_MCF7_96H:TNFSF8:2|CGS001_MCF7_144H:TNFSF8:2|CGS001_PC3_96H:TNFSF8:2|CGS001_PC3_144H:TNFSF8:2|CGS001_VCAP_120H:TNFSF8:5
CGS001-290,CGS001-290,ANPEP,ANPEP,trt_sh.cgs,120 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,97.7893,95.0128,63.3419,1,1,98.3402,97.2383,92.3793,92.0934,0,0,0,-77.6529,-666,4,1,8,8,92.4|0|0|92.1|0|98.3|97.2|-77.7,1.16|0|0|1.14|0|1.34|1.3|-0.99,A375|A549|HA1E|HEPG2|HT29|MCF7|PC3|VCAP,6|7|1|4,6|7|1|4|2|3,CGS001_A375_96H:ANPEP:1|CGS001_A549_96H:ANPEP:1|CGS001_HA1E_96H:ANPEP:1.5|CGS001_HEPG2_96H:ANPEP:1.5|CGS001_HT29_96H:ANPEP:1|CGS001_MCF7_96H:ANPEP:2|CGS001_PC3_96H:ANPEP:2|CGS001_VCAP_120H:ANPEP:5
CGS001-2589,CGS001-2589,GALNT1,GALNT1,trt_sh.cgs,120 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,-97.4536,-95.0191,-90.4001,1,1,0,-66.0596,-71.5356,-79.4007,-82.9235,-91.2549,-93.9142,-96.6648,-98.2424,0,8,9,9,0|-82.9|-96.7|-71.5|-91.3|-98.2|-93.9|-66.1|-79.4,0|-1.05|-1.32|-0.91|-1.25|-1.4|-1.28|-0.83|-1.01,A375|A549|HA1E|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,6|3|7|5,6|3|7|5|2|9,CGS001_A375_96H:GALNT1:1|CGS001_A549_96H:GALNT1:1|CGS001_HA1E_96H:GALNT1:1.5|CGS001_HCC515_96H:GALNT1:2|CGS001_HEPG2_96H:GALNT1:1.5|CGS001_HT29_96H:GALNT1:1|CGS001_MCF7_96H:GALNT1:2|CGS001_PC3_96H:GALNT1:2|CGS001_VCAP_120H:GALNT1:5
CGS001-53632,CGS001-53632,PRKAG3,PRKAG3,trt_sh.cgs,120 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,-97.9833,-95.0858,-93.1374,0,0,0,-76.009,-86.7919,-91.6895,-92.0335,-92.3429,-96.678,-99.2887,-666,0,7,8,8,-76|-86.8|-91.7|-92.3|-92|-99.3|-96.7|0,-1.04|-1.12|-1.2|-1.19|-1.27|-1.45|-1.32|0,A375|A549|HA1E|HCC515|HEPG2|MCF7|PC3|VCAP,6|7|4|5,6|7|4|5|3|2,CGS001_A375_96H:PRKAG3:1|CGS001_A549_96H:PRKAG3:1|CGS001_HA1E_96H:PRKAG3:1.5|CGS001_HCC515_96H:PRKAG3:2|CGS001_HEPG2_96H:PRKAG3:1.5|CGS001_MCF7_96H:PRKAG3:2|CGS001_PC3_96H:PRKAG3:2|CGS001_VCAP_120H:PRKAG3:5
BRD-K35424586,BRD-K35424586,SA-247714,,trt_cp,24 h|6 h,1 åµM|10 åµM|3 åµM,-97.2654,-95.2425,-82.912,-666,-666,0,-19.2976,-42.1245,-74.3774,-92.0217,-94.4175,-96.6832,-97.8475,-666,0,7,8,14,-94.4|-92|-97.8|-42.1|-19.3|-96.7|-74.4|0,-1.26|-1.2|-1.37|-0.74|-0.35|-1.34|-1.05|0,A375|A549|HA1E|HEPG2|MCF7|PC3|VCAP|HT29,3|6|1|2,3|6|1|2|7|4,CPC019_A375_6H:BRD-K35424586-001-02-4:10|CPC019_A549_24H:BRD-K35424586-001-02-4:10|CPC019_A549_6H:BRD-K35424586-001-02-4:10|CPC019_HA1E_6H:BRD-K35424586-001-02-4:10|CPC019_HEPG2_6H:BRD-K35424586-001-02-4:10|CPC019_MCF7_6H:BRD-K35424586-001-02-4:10|CPC019_PC3_24H:BRD-K35424586-001-02-4:10|CPC019_PC3_6H:BRD-K35424586-001-02-4:10|CPC019_VCAP_24H:BRD-K35424586-001-02-4:10|MUC.CP002_MCF7_6H:BRD-K35424586-001-01-6:10|MUC.CP002_MCF7_6H:BRD-K35424586-001-01-6:3.3333|MUC.CP002_MCF7_6H:BRD-K35424586-001-01-6:1.1111|CPC019_HT29_6H:BRD-K35424586-001-02-4:10|CPC019_VCAP_6H:BRD-K35424586-001-02-4:10
CGS001-163049,CGS001-163049,ZNF791,ZNF791,trt_sh.cgs,120 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,-99.4068,-95.2785,-92.4892,1,1,0,0,-57.9135,-84.6026,-89.2183,-90.4242,-91.8762,-99.0394,-99.7742,0,7,9,9,-99.8|-91.9|0|-84.6|-89.2|-90.4|-57.9|-99|0,-1.53|-1.21|0|-1.08|-1.22|-1.21|-0.88|-1.47|0,A375|A549|HA1E|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,1|8|2|6,1|8|2|6|5|4,CGS001_A375_96H:ZNF791:1|CGS001_A549_96H:ZNF791:1|CGS001_HA1E_96H:ZNF791:1.5|CGS001_HCC515_96H:ZNF791:2|CGS001_HEPG2_96H:ZNF791:1.5|CGS001_HT29_96H:ZNF791:1|CGS001_MCF7_96H:ZNF791:2|CGS001_PC3_96H:ZNF791:2|CGS001_VCAP_120H:ZNF791:5
CGS001-3315,CGS001-3315,HSPB1,HSPB1,trt_sh.cgs,144 h|96 h,1 åµL|1.5 åµL|2 åµL,-98.8457,-95.3025,-63.535,1,1,0,0,0,-90.2366,-93.282,-98.1763,-99.5152,-666,-666,0,4,7,9,0|-98.2|0|-90.2|-99.5|-93.3|0,0|-1.44|0|-1.23|-1.49|-1.26|0,A375|A549|HA1E|HEPG2|HT29|MCF7|PC3,5|2|6|4,5|2|6|4|1|3,CGS001_A375_96H:HSPB1:1|CGS001_A549_96H:HSPB1:1|CGS001_HA1E_96H:HSPB1:1.5|CGS001_HEPG2_96H:HSPB1:1.5|CGS001_HT29_96H:HSPB1:1|CGS001_MCF7_96H:HSPB1:2|CGS001_MCF7_144H:HSPB1:2|CGS001_PC3_96H:HSPB1:2|CGS001_PC3_144H:HSPB1:2
CGS001-10285,CGS001-10285,SMNDC1,SMNDC1,trt_sh.cgs,120 h|144 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,-97.2679,-95.6209,-91.7787,1,1,0,-71.4629,-78.6622,-80.1737,-88.015,-92.4242,-95.5236,-95.5345,-99.0013,0,8,9,9,-78.7|-95.5|0|-99|-80.2|-92.4|-95.5|-71.5|-88,-1.06|-1.31|0|-1.49|-1.12|-1.24|-1.31|-0.9|-1.12,A375|A549|HA1E|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,4|7|2|6,4|7|2|6|9|5,CGS001_A375_96H:SMNDC1:1|CGS001_A549_96H:SMNDC1:1|CGS001_HA1E_96H:SMNDC1:1.5|CGS001_HCC515_96H:SMNDC1:2|CGS001_HEPG2_96H:SMNDC1:1.5|CGS001_HT29_96H:SMNDC1:1|CGS001_MCF7_144H:SMNDC1:2|CGS001_PC3_144H:SMNDC1:2|CGS001_VCAP_120H:SMNDC1:5
CGS001-8313,CGS001-8313,AXIN2,AXIN2,trt_sh.cgs,120 h|96 h,1 åµL|1.5 åµL|2 åµL|5 åµL,-96.6761,-95.6746,-63.7831,1,1,0,0,0,0,-94.1948,-95.1515,-95.3279,-98.0243,-666,0,4,8,8,-98|0|0|-95.3|-95.2|0|0|-94.2,-1.38|0|0|-1.33|-1.29|0|0|-1.23,A375|HA1E|HCC515|HEPG2|HT29|MCF7|PC3|VCAP,1|4|5|8,1|4|5|8|2|3,CGS001_A375_96H:AXIN2:1|CGS001_HA1E_96H:AXIN2:1.5|CGS001_HCC515_96H:AXIN2:2|CGS001_HEPG2_96H:AXIN2:1.5|CGS001_HT29_96H:AXIN2:1|CGS001_MCF7_96H:AXIN2:2|CGS001_PC3_96H:AXIN2:2|CGS001_VCAP_120H:AXIN2:5
