probe	gene
229976_at	MORN5
221367_at	MOS
1557455_s_at	MOSPD1
221895_at	MOSPD2
219070_s_at	MOSPD3
223849_s_at	MOV10
224385_s_at	MOV10L1
243697_at	MOXD1
218024_at	MPC1
202427_s_at	MPC2
209208_at	MPDU1
213306_at	MPDZ
226841_at	MPEG1
203686_at	MPG
212885_at	MPHOSPH10
1554906_a_at	MPHOSPH6
227026_at	MPHOSPH8
237158_s_at	MPHOSPH9
230524_at	MPI
216825_s_at	MPL
225419_at	MPLKIP
233651_s_at	MPND
203949_at	MPO
202974_at	MPP1
213270_at	MPP2
206186_at	MPP3
1552489_s_at	MPP4
226092_at	MPP5
205429_s_at	MPP6
1564308_a_at	MPP7
206764_x_at	MPPE1
206436_at	MPPED1
205413_at	MPPED2
214694_at	MPRIP
203524_s_at	MPST
203466_at	MPV17
1559167_x_at	MPV17L
223473_at	MPV17L2
210280_at	MPZ
201874_at	MPZL1
230518_at	MPZL2
1570585_at	MPZL3
235352_at	MR1
1555740_a_at	MRAP
227226_at	MRAP2
206538_at	MRAS
204438_at	MRC1
37408_at	MRC2
242456_at	MRE11A
232682_at	MREG
226091_s_at	MRFAP1
212199_at	MRFAP1L1
218586_at	MRGBP
227727_at	MRGPRF
1564439_a_at	MRGPRG-AS1
1553401_at	MRGPRX1
1553889_at	MRGPRX2
1553293_at	MRGPRX3
1553504_at	MRGPRX4
228077_at	MRI1
219967_at	MRM1
231358_at	MRO
230361_at	MROH1
1556167_at	MROH2A
1569730_at	MROH2B
227672_at	MROH6
214147_at	MROH7
232185_at	MROH8
221182_at	MROH9
223154_at	MRPL1
224671_at	MRPL10
219162_s_at	MRPL11
229165_at	MRPL12
218049_s_at	MRPL13
225201_s_at	MRPL14
218027_at	MRPL15
217980_s_at	MRPL16
222216_s_at	MRPL17
217907_at	MRPL18
203465_at	MRPL19
229884_s_at	MRPL2
220526_s_at	MRPL20
225315_at	MRPL21
218339_at	MRPL22
1562392_at	MRPL23
218270_at	MRPL24
224330_s_at	MRPL27
204599_s_at	MRPL28
208787_at	MRPL3
223996_s_at	MRPL30
225260_s_at	MRPL32
203781_at	MRPL33
221692_s_at	MRPL34
218890_x_at	MRPL35
224331_s_at	MRPL36
222993_at	MRPL37
225103_at	MRPL38
218558_s_at	MRPL39
223743_s_at	MRPL4
203152_at	MRPL40
225425_s_at	MRPL41
217919_s_at	MRPL42
230026_at	MRPL43
222555_s_at	MRPL44
224479_s_at	MRPL45
237182_at	MRPL45P2
219244_s_at	MRPL46
223480_s_at	MRPL47
218281_at	MRPL48
201717_at	MRPL49
225581_s_at	MRPL50
223086_x_at	MRPL51
226241_s_at	MRPL52
225797_at	MRPL54
225719_s_at	MRPL55
224535_s_at	MRPL57
211594_s_at	MRPL9
218106_s_at	MRPS10
211595_s_at	MRPS11
204330_s_at	MRPS12
203801_at	MRPS14
226296_s_at	MRPS15
218046_s_at	MRPS16
218982_s_at	MRPS17
221693_s_at	MRPS18A
208907_s_at	MRPS18B
228019_s_at	MRPS18C
218001_at	MRPS2
222997_s_at	MRPS21
219220_x_at	MRPS22
223156_at	MRPS23
224869_s_at	MRPS25
225196_s_at	MRPS26
212145_at	MRPS27
219819_s_at	MRPS28
218398_at	MRPS30
212603_at	MRPS31
218654_s_at	MRPS33
218112_at	MRPS34
217942_at	MRPS35
224302_s_at	MRPS36
237560_at	MRPS5
224919_at	MRPS6
217932_at	MRPS7
226749_at	MRPS9
225126_at	MRRF
218536_at	MRS2
220688_s_at	MRTO4
226047_at	MRVI1
231595_at	MRVI1-AS1
231418_at	MS4A1
220834_at	MS4A12
229510_at	MS4A14
1564194_a_at	MS4A15
207497_s_at	MS4A2
210254_at	MS4A3
219607_s_at	MS4A4A
220790_s_at	MS4A5
223922_x_at	MS4A6A
231335_at	MS4A6E
224358_s_at	MS4A7
224355_s_at	MS4A8
237434_x_at	MSANTD1
221208_s_at	MSANTD2
1552277_a_at	MSANTD3
227418_at	MSANTD4
209928_s_at	MSC
209421_at	MSH2
229662_at	MSH3
210533_at	MSH4
202911_at	MSH6
206333_at	MSI1
243010_at	MSI2
212708_at	MSL1
218733_at	MSL2
236165_at	MSL3
204885_s_at	MSLN
207430_s_at	MSMB
209146_at	MSMO1
200600_at	MSN
211887_x_at	MSR1
240031_at	MSRA
217977_at	MSRB1
218773_s_at	MSRB2
1554126_at	MSRB3
241793_at	MSS51
216320_x_at	MST1
215563_s_at	MST1L
205455_at	MST1R
218499_at	MST4
207145_at	MSTN
224233_s_at	MSTO1
228473_at	MSX1
205555_s_at	MSX2
212859_x_at	MT1E
213629_x_at	MT1F
204745_x_at	MT1G
206461_x_at	MT1H
211456_x_at	MT1HL1
217546_at	MT1M
204326_x_at	MT1X
212185_x_at	MT2A
205970_at	MT3
217395_at	MT4
202247_s_at	MTA1
203444_s_at	MTA2
223311_s_at	MTA3
216685_s_at	MTAP
233436_at	MTBP
221619_s_at	MTCH1
222403_at	MTCH2
213358_at	MTCL1
244790_at	MTCP1
212251_at	MTDH
204871_at	MTERF
219363_s_at	MTERFD1
1557966_x_at	MTERFD2
225346_at	MTERFD3
227150_at	MTF1
203346_s_at	MTF2
235689_at	MTFMT
223172_s_at	MTFP1
203207_s_at	MTFR1
224280_s_at	MTFR1L
234945_at	MTFR2
212767_at	MTG1
226606_s_at	MTG2
202309_at	MTHFD1
1561125_at	MTHFD1L
201761_at	MTHFD2
220346_at	MTHFD2L
239035_at	MTHFR
218879_s_at	MTHFSD
203095_at	MTIF2
223357_s_at	MTIF3
238246_at	MTL5
204101_at	MTM1
216303_s_at	MTMR1
225810_at	MTMR10
205076_s_at	MTMR11
220953_s_at	MTMR12
222143_s_at	MTMR14
203212_s_at	MTMR2
226956_at	MTMR3
214268_s_at	MTMR4
214429_at	MTMR6
215793_at	MTMR7
213278_at	MTMR9
244718_at	MTMR9LP
221369_at	MTNR1A
208516_at	MTNR1B
233665_x_at	MTO1
202288_at	MTOR
218947_s_at	MTPAP
223925_s_at	MTPN
226969_at	MTR
242996_at	MTRF1
225215_s_at	MTRF1L
203200_s_at	MTRR
203036_s_at	MTSS1
213978_at	MTSS1L
205675_at	MTTP
226018_at	MTURN
212096_s_at	MTUS1
214961_at	MTUS2
1555188_at	MTUS2-AS1
210386_s_at	MTX1
203517_at	MTX2
226528_at	MTX3
211695_x_at	MUC1
1557907_x_at	MUC12
218687_s_at	MUC13
227241_at	MUC15
220196_at	MUC16
232407_at	MUC17
1553436_at	MUC19
204673_at	MUC2
226622_at	MUC20
233993_at	MUC3
217117_x_at	MUC3A
214898_x_at	MUC3B
217109_at	MUC4
214385_s_at	MUC5AC
222268_x_at	MUC5B
1565662_at	MUC6
216359_at	MUC7
217295_at	MUC8
1553602_at	MUCL1
218246_at	MUL1
230461_s_at	MUM1
229160_at	MUM1L1
241749_at	MURC
218463_s_at	MUS81
241122_s_at	MUSK
202960_s_at	MUT
207727_s_at	MUTYH
227864_s_at	MVB12A
221828_s_at	MVB12B
203027_s_at	MVD
204056_s_at	MVK
202180_s_at	MVP
202086_at	MX1
204994_at	MX2
228846_at	MXD1
221250_s_at	MXD3
202364_at	MXI1
209596_at	MXRA5
212509_s_at	MXRA7
228576_s_at	MXRA8
224920_x_at	MYADM
242378_at	MYADML2
204798_at	MYB
233803_s_at	MYBBP1A
213906_at	MYBL1
201710_at	MYBL2
214087_s_at	MYBPC1
206394_at	MYBPC2
208040_s_at	MYBPC3
206304_at	MYBPH
202431_s_at	MYC
201960_s_at	MYCBP2
1562791_at	MYCBPAP
214058_at	MYCL
209757_s_at	MYCN
207028_at	MYCNOS
231947_at	MYCT1
209124_at	MYD88
222153_at	MYEF2
227342_s_at	MYEOV
226845_s_at	MYEOV2
207424_at	MYF5
206372_at	MYF6
205951_at	MYH1
212372_at	MYH10
239307_at	MYH11
208208_at	MYH13
226988_s_at	MYH14
215331_at	MYH15
1564072_at	MYH16
204631_at	MYH2
205940_at	MYH3
208148_at	MYH4
214468_at	MYH6
216265_x_at	MYH7
233949_s_at	MYH7B
34471_at	MYH8
211926_s_at	MYH9
209888_s_at	MYL1
221659_s_at	MYL10
1555976_s_at	MYL12A
221474_at	MYL12B
209742_s_at	MYL2
205589_at	MYL3
210088_x_at	MYL4
205145_s_at	MYL5
214002_at	MYL6
204173_at	MYL6B
219942_at	MYL7
201058_s_at	MYL9
220319_s_at	MYLIP
202555_s_at	MYLK
230460_at	MYLK-AS1
231792_at	MYLK2
238834_at	MYLK3
1556136_at	MYLK4
205163_at	MYLPF
1566108_at	MYNN
1554026_a_at	MYO10
220288_at	MYO15A
219173_at	MYO15B
1557720_s_at	MYO16
1554579_a_at	MYO18B
225947_at	MYO19
211916_s_at	MYO1A
215074_at	MYO1B
32811_at	MYO1C
212338_at	MYO1D
203072_at	MYO1E
213733_at	MYO1F
227799_at	MYO1G
1553452_at	MYO1H
244364_at	MYO3A
1555257_a_at	MYO3B
227761_at	MYO5A
225299_at	MYO5B
218966_at	MYO5C
203215_s_at	MYO6
33197_at	MYO7A
235383_at	MYO7B
226203_at	MYO9A
217297_s_at	MYO9B
210155_at	MYOC
237206_at	MYOCD
206657_s_at	MYOD1
217518_at	MYOF
207282_s_at	MYOG
205610_at	MYOM1
205826_at	MYOM2
230284_at	MYOM3
219728_at	MYOT
219509_at	MYOZ1
207148_x_at	MYOZ2
1553071_a_at	MYOZ3
235367_at	MYPN
227937_at	MYPOP
204073_s_at	MYRF
1556267_at	MYRFL
214156_at	MYRIP
238644_at	MYSM1
210341_at	MYT1
216672_s_at	MYT1L
223565_at	MZB1
204138_s_at	MZF1
225578_at	MZT1
220720_x_at	MZT2B
204601_at	N4BP1
228242_at	N4BP2
213375_s_at	N4BP2L1
214748_at	N4BP2L2
215105_at	N4BP2L2-IT2
214775_at	N4BP3
220311_at	N6AMT1
227054_at	N6AMT2
203025_at	NAA10
210603_at	NAA11
226998_at	NAA15
1555450_a_at	NAA16
223040_at	NAA20
227245_at	NAA25
225679_at	NAA30
220925_at	NAA35
225441_x_at	NAA38
222369_at	NAA40
239138_at	NAA50
45526_g_at	NAA60
232072_at	NAAA
233815_at	NAALAD2
207895_at	NAALADL1
1557998_at	NAALADL2
241587_at	NAALADL2-AS3
209272_at	NAB1
216017_s_at	NAB2
233085_s_at	NABP1
218903_s_at	NABP2
208635_x_at	NACA
222224_at	NACA2
213630_at	NACAD
211445_x_at	NACAP1
235047_x_at	NACC1
230050_at	NACC2
208917_x_at	NADK
228594_at	NADK2
1563219_at	NADK2-AS1
232946_s_at	NADSYN1
202268_s_at	NAE1
244828_x_at	NAF1
210496_at	NAG18
1555041_a_at	NAGA
218231_at	NAGK
204360_s_at	NAGLU
205090_s_at	NAGPA
229432_at	NAGS
1554664_at	NAIF1
204860_s_at	NAIP
228608_at	NALCN
232828_at	NALCN-AS1
243296_at	NAMPT
220184_at	NANOG
228523_at	NANOS1
1557767_at	NANOS2
240311_at	NANOS3
228073_at	NANP
241923_x_at	NANS
204528_s_at	NAP1L1
219368_at	NAP1L2
204749_at	NAP1L3
1560339_s_at	NAP1L4
228063_s_at	NAP1L5
208751_at	NAPA
239362_at	NAPA-AS1
225111_s_at	NAPB
238722_x_at	NAPEPLD
210048_at	NAPG
226708_at	NAPRT1
223806_s_at	NAPSA
228056_s_at	NAPSB
219862_s_at	NARF
218742_at	NARFL
228960_at	NARG2
200027_at	NARS
219217_at	NARS2
201970_s_at	NASP
214440_at	NAT1
217884_at	NAT10
223284_at	NAT14
1564658_at	NAT16
206797_at	NAT2
210874_s_at	NAT6
206964_at	NAT8B
235316_at	NAT8L
204382_at	NAT9
224772_at	NAV1
1556606_at	NAV2
233077_at	NAV2-AS4
1562320_at	NAV2-AS5
1552658_a_at	NAV3
240579_at	NBAS
221207_s_at	NBEA
1561589_a_at	NBEAL1
1556017_at	NBEAL2
1560683_at	NBEAP1
201621_at	NBL1
240510_at	NBN
230712_at	NBPF1
242191_at	NBPF10
227927_at	NBPF20
1553910_at	NBPF4
1558862_at	NBPF5P
237917_at	NBPF8
201384_s_at	NBR1
1553992_s_at	NBR2
210387_at	NCALD
231532_at	NCAM1
205669_at	NCAM2
205143_at	NCAN
201774_s_at	NCAPD2
212789_at	NCAPD3
218662_s_at	NCAPG
219588_s_at	NCAPG2
212949_at	NCAPH
221633_at	NCAPH2
209520_s_at	NCBP1
201521_s_at	NCBP2
225657_at	NCBP2-AS2
209556_at	NCDN
225847_at	NCEH1
209949_at	NCF2
207677_s_at	NCF4
211063_s_at	NCK1
203315_at	NCK2
207738_s_at	NCKAP1
209734_at	NCKAP1L
239650_at	NCKAP5
231865_at	NCKAP5L
216114_at	NCKIPSD
200610_s_at	NCL
222206_s_at	NCLN
209106_at	NCOA1
212867_at	NCOA2
209061_at	NCOA3
210774_s_at	NCOA4
225145_at	NCOA5
1568874_at	NCOA6
225344_at	NCOA7
200854_at	NCOR1
208889_s_at	NCOR2
217088_s_at	NCR1
221075_s_at	NCR2
211010_s_at	NCR3
229715_at	NCR3LG1
230146_s_at	NCS1
208759_at	NCSTN
1553551_s_at	ND2
1553575_at	ND6
234672_s_at	NDC1
204162_at	NDC80
218414_s_at	NDE1
208093_s_at	NDEL1
217800_s_at	NDFIP1
224801_at	NDFIP2
209550_at	NDN
219747_at	NDNF
226008_at	NDNL2
234935_at	NDOR1
206022_at	NDP
200632_s_at	NDRG1
206453_s_at	NDRG2
217286_s_at	NDRG3
209159_s_at	NDRG4
202607_at	NDST1
203916_at	NDST2
220429_at	NDST3
1570222_at	NDST4
202298_at	NDUFA1
217860_at	NDUFA10
228689_at	NDUFA11
223244_s_at	NDUFA12
220864_s_at	NDUFA13
209224_s_at	NDUFA2
218563_at	NDUFA3
217773_s_at	NDUFA4
218484_at	NDUFA4L2
201304_at	NDUFA5
202000_at	NDUFA6
228117_at	NDUFA6-AS1
1557532_at	NDUFA7
218160_at	NDUFA8
208969_at	NDUFA9
202077_at	NDUFAB1
204125_at	NDUFAF1
228355_s_at	NDUFAF2
209177_at	NDUFAF3
219006_at	NDUFAF4
222894_x_at	NDUFAF5
223560_s_at	NDUFAF7
206790_s_at	NDUFB1
223112_s_at	NDUFB10
218320_s_at	NDUFB11
218200_s_at	NDUFB2
222090_at	NDUFB2-AS1
203371_s_at	NDUFB3
218226_s_at	NDUFB4
203621_at	NDUFB5
203613_s_at	NDUFB6
202839_s_at	NDUFB7
201226_at	NDUFB8
222992_s_at	NDUFB9
203478_at	NDUFC1
203039_s_at	NDUFS1
201966_at	NDUFS2
201740_at	NDUFS3
1555057_at	NDUFS4
201757_at	NDUFS5
203606_at	NDUFS6
242168_at	NDUFS7
208714_at	NDUFV1
202941_at	NDUFV2
226209_at	NDUFV3
215368_at	NEB
203961_at	NEBL
239894_at	NEBL-AS1
233305_at	NECAB1
215005_at	NECAB2
223954_x_at	NECAB3
209300_s_at	NECAP1
220731_s_at	NECAP2
1560116_a_at	NEDD1
213012_at	NEDD4
212445_s_at	NEDD4L
201840_at	NEDD8
202150_s_at	NEDD9
204412_s_at	NEFH
221801_x_at	NEFL
205113_at	NEFM
243357_at	NEGR1
1563316_at	NEGR1-IT1
226585_at	NEIL2
219502_at	NEIL3
213331_s_at	NEK1
237227_at	NEK10
1555082_a_at	NEK11
204641_at	NEK2
213116_at	NEK3
204634_at	NEK4
223158_s_at	NEK6
212530_at	NEK7
1557170_at	NEK8
212299_at	NEK9
202757_at	NELFB
220607_x_at	NELFCD
1554394_at	NELL1
203413_at	NELL2
1558675_s_at	NEMF
218407_x_at	NENF
204321_at	NEO1
218678_at	NES
201829_at	NET1
1552736_a_at	NETO1
222774_s_at	NETO2
208926_at	NEU1
221368_at	NEU2
206948_at	NEU3
222957_at	NEU4
204888_s_at	NEURL1
225355_at	NEURL1B
230283_at	NEURL2
232593_at	NEURL3
226703_at	NEURL4
1556057_s_at	NEUROD1
210271_at	NEUROD2
221318_at	NEUROD4
220045_at	NEUROD6
208497_x_at	NEUROG1
215632_at	NEUROG2
207965_at	NEUROG3
1552309_a_at	NEXN
1560746_at	NEXN-AS1
212676_at	NF1
218915_at	NF2
243099_at	NFAM1
230242_at	NFASC
224984_at	NFAT5
210162_s_at	NFATC1
228442_at	NFATC2
212809_at	NFATC2IP
225139_at	NFATC3
213345_at	NFATC4
209930_s_at	NFE2
200758_s_at	NFE2L1
1567015_at	NFE2L2
236471_at	NFE2L3
1560527_at	NFE4
1557639_at	NFIA
209289_at	NFIB
206929_s_at	NFIC
203574_at	NFIL3
227400_at	NFIX
209239_at	NFKB1
207535_s_at	NFKB2
201502_s_at	NFKBIA
214062_x_at	NFKBIB
230052_s_at	NFKBID
203927_at	NFKBIE
209973_at	NFKBIL1
223217_s_at	NFKBIZ
213028_at	NFRKB
218455_at	NFS1
218946_at	NFU1
210268_at	NFX1
227220_at	NFXL1
228433_at	NFYA
244704_at	NFYB
202215_s_at	NFYC
1558782_a_at	NFYC-AS1
236677_at	NGB
213794_s_at	NGDN
227240_at	NGEF
206814_at	NGF
205858_at	NGFR
217963_s_at	NGFRAP1
220742_s_at	NGLY1
224281_s_at	NGRN
1568974_at	NHEG1
214628_at	NHLH1
215228_at	NHLH2
235356_at	NHLRC2
239314_at	NHLRC3
1558431_at	NHLRC4
209104_s_at	NHP2
201076_at	NHP2L1
228933_at	NHS
226490_at	NHSL1
1569932_at	NHSL2
223442_at	NICN1
202007_at	NID1
204114_at	NID2
218133_s_at	NIF3L1
224713_at	NIFK
235132_at	NIFK-AS1
230864_at	NIM1K
224304_x_at	NIN
203045_at	NINJ1
219594_at	NINJ2
207705_s_at	NINL
219031_s_at	NIP7
225752_at	NIPA1
212133_at	NIPA2
232158_x_at	NIPAL1
222950_at	NIPAL2
214579_at	NIPAL3
230188_at	NIPAL4
212483_at	NIPBL
201709_s_at	NIPSNAP1
224436_s_at	NIPSNAP3A
223764_x_at	NIPSNAP3B
201591_s_at	NISCH
241395_at	NIT1
218557_at	NIT2
219438_at	NKAIN1
1554601_at	NKAIN2
1553241_at	NKAIN3
228017_s_at	NKAIN4
223439_at	NKAP
230804_at	NKAPL
236493_at	NKAPP1
1553115_at	NKD1
232201_at	NKD2
213915_at	NKG7
225930_at	NKIRAS1
222105_s_at	NKIRAS2
1560430_at	NKPD1
205004_at	NKRF
1557737_s_at	NKTR
1565537_at	NKX1-1
211024_s_at	NKX2-1
236579_at	NKX2-1-AS1
206915_at	NKX2-2
1553808_a_at	NKX2-3
206578_at	NKX2-5
207451_at	NKX2-8
209706_at	NKX3-1
207031_at	NKX3-2
221366_at	NKX6-1
235832_at	NKX6-2
1552885_a_at	NKX6-3
203867_s_at	NLE1
205893_at	NLGN1
226288_s_at	NLGN2
219726_at	NLGN3
221933_at	NLGN4X
1554125_a_at	NLGN4Y
222589_at	NLK
225943_at	NLN
236295_s_at	NLRC3
1552553_a_at	NLRC4
226474_at	NLRC5
210113_s_at	NLRP1
1553534_at	NLRP10
1552531_a_at	NLRP11
1554952_s_at	NLRP12
1553525_at	NLRP13
1553523_at	NLRP14
237489_at	NLRP2
216016_at	NLRP3
242334_at	NLRP4
1552405_at	NLRP5
1552932_at	NLRP6
237461_at	NLRP7
1553526_at	NLRP8
1553527_at	NLRP9
219680_at	NLRX1
205204_at	NMB
207333_at	NMBR
231870_s_at	NMD3
201577_at	NME1
204862_s_at	NME3
212739_s_at	NME4
206197_at	NME5
205851_at	NME6
219553_at	NME7
220384_at	NME8
1562619_at	NME9
203964_at	NMI
229852_at	NMNAT1
209755_at	NMNAT2
228090_at	NMNAT3
231271_x_at	NMRAL1
219147_s_at	NMRK1
221051_s_at	NMRK2
201159_s_at	NMT1
215069_at	NMT2
206023_at	NMU
221383_at	NMUR1
224088_at	NMUR2
204239_s_at	NNAT
231559_at	NNMT
202784_s_at	NNT
1558801_at	NNT-AS1
223157_at	NOA1
223018_at	NOB1
234519_at	NOBOX
202115_s_at	NOC2L
218889_at	NOC3L
218860_at	NOC4L
221073_s_at	NOD1
220066_at	NOD2
220689_at	NODAL
231798_at	NOG
218591_s_at	NOL10
221970_s_at	NOL11
219324_at	NOL12
59625_at	NOL3
238605_at	NOL4
222554_s_at	NOL6
202882_x_at	NOL7
218244_at	NOL8
1554082_a_at	NOL9
211951_at	NOLC1
227161_at	NOM1
221852_at	NOMO2
242922_at	NOMO3
200057_s_at	NONO
217962_at	NOP10
214661_s_at	NOP14
214123_s_at	NOP14-AS1
214011_s_at	NOP16
214427_at	NOP2
223096_at	NOP58
225514_at	NOP9
239132_at	NOS1
215153_at	NOS1AP
210037_s_at	NOS2
205581_s_at	NOS3
217950_at	NOSIP
226992_at	NOSTRIN
218902_at	NOTCH1
202445_s_at	NOTCH2
214722_at	NOTCH2NL
203238_s_at	NOTCH3
240786_at	NOTCH4
228649_at	NOTUM
214321_at	NOV
205794_s_at	NOVA1
206476_s_at	NOVA2
210808_s_at	NOX1
221089_at	NOX3
219773_at	NOX4
1553023_a_at	NOX5
232373_at	NOXA1
235329_at	NOXO1
231566_at	NOXRED1
221300_at	NPAP1
206699_x_at	NPAS1
39548_at	NPAS2
1569661_at	NPAS3
240794_at	NPAS4
209798_at	NPAT
1553663_a_at	NPB
231752_at	NPBWR1
221358_at	NPBWR2
202679_at	NPC1
220106_at	NPC1L1
200701_at	NPC2
224140_at	NPCDR1
218086_at	NPDC1
89476_r_at	NPEPL1
201455_s_at	NPEPPS
214184_at	NPFF
221387_at	NPFFR1
224169_at	NPFFR2
206285_at	NPHP1
1553389_at	NPHP3
1556887_at	NPHP3-AS1
213471_at	NPHP4
207673_at	NPHS1
220424_at	NPHS2
204538_x_at	NPIPA1
215921_at	NPIPB3
221210_s_at	NPL
217796_s_at	NPLOC4
221691_x_at	NPM1
230977_at	NPM2
205129_at	NPM3
225911_at	NPNT
209957_s_at	NPPA
206801_at	NPPB
221348_at	NPPC
204648_at	NPR1
204310_s_at	NPR2
219790_s_at	NPR3
210373_at	NPRL2
210672_s_at	NPRL3
1555502_at	NPSA
234117_at	NPSR1-AS1
202228_s_at	NPTN
228723_at	NPTN-IT1
204684_at	NPTX1
213479_at	NPTX2
213040_s_at	NPTXR
221322_at	NPVF
243110_x_at	NPW
206001_at	NPY
205440_s_at	NPY1R
210730_s_at	NPY2R
207400_at	NPY5R
236860_at	NPY6R
201468_s_at	NQO1
203814_s_at	NQO2
206645_s_at	NR0B1
206410_at	NR0B2
209750_at	NR1D2
218215_s_at	NR1H2
203920_at	NR1H3
243800_at	NR1H4
207202_s_at	NR1I2
1570188_at	NR1I3
210530_s_at	NR2C1
206038_s_at	NR2C2
226839_at	NR2C2AP
207443_at	NR2E1
208388_at	NR2E3
209506_s_at	NR2F1
229014_at	NR2F1-AS1
209121_x_at	NR2F2
232878_at	NR2F2-AS1
209262_s_at	NR2F6
211671_s_at	NR3C1
205259_at	NR3C2
202340_x_at	NR4A1
204621_s_at	NR4A2
207978_s_at	NR4A3
210333_at	NR5A1
1560469_at	NR5A2
207742_s_at	NR6A1
207089_at	NRAP
226499_at	NRARP
202647_s_at	NRAS
221803_s_at	NRBF2
217765_at	NRBP1
225949_at	NRBP2
204105_s_at	NRCAM
208709_s_at	NRD1
227575_s_at	NRDE2
201310_s_at	NREP
211280_s_at	NRF1
208231_at	NRG1
1563168_at	NRG1-IT1
206879_s_at	NRG2
229233_at	NRG3
242426_at	NRG4
204081_at	NRGN
202600_s_at	NRIP1
215104_at	NRIP2
222900_at	NRIP3
227971_at	NRK
206596_s_at	NRL
225592_at	NRM
218625_at	NRN1
210510_s_at	NRP1
214632_at	NRP2
235359_at	NRROS
239293_at	NRSN1
218359_at	NRSN2
210683_at	NRTN
209914_s_at	NRXN1
209983_s_at	NRXN2
205795_at	NRXN3
1553943_at	NS3BP
201922_at	NSA2
1555366_at	NSAP11
235760_at	NSD1
209279_s_at	NSDHL
202395_at	NSF
236951_at	NSFL1C
209570_s_at	NSG1
209484_s_at	NSL1
232148_at	NSMAF
224666_at	NSMCE1
226536_at	NSMCE2
227387_at	NSMCE4A
221214_s_at	NSMF
223236_at	NSRP1
223076_s_at	NSUN2
222886_at	NSUN3
226351_at	NSUN4
213773_x_at	NSUN5
213670_x_at	NSUN5P1
230200_at	NSUN6
220194_at	NSUN7
1557303_at	NT5C
224529_s_at	NT5C1A
209155_s_at	NT5C2
223298_s_at	NT5C3A
225044_at	NT5C3B
223178_s_at	NT5DC1
218051_s_at	NT5DC2
218786_at	NT5DC3
1562020_s_at	NT5DC4
1553994_at	NT5E
219708_at	NT5M
213062_at	NTAN1
206706_at	NTF3
231785_at	NTF4
209731_at	NTHL1
227566_at	NTM
223369_at	NTMT1
208005_at	NTN1
207640_x_at	NTN3
223315_at	NTN4
1553890_s_at	NTN5
206713_at	NTNG1
233072_at	NTNG2
223272_s_at	NTPCR
208605_s_at	NTRK1
221796_at	NTRK2
215311_at	NTRK3
231469_at	NTRK3-AS1
206291_at	NTS
207360_s_at	NTSR1
206899_at	NTSR2
204589_at	NUAK1
222512_at	NUB1
203978_at	NUBP1
218227_at	NUBP2
220176_at	NUBPL
200646_s_at	NUCB1
229838_at	NUCB2
222027_at	NUCKS1
210574_s_at	NUDC
225439_at	NUDCD1
1558124_at	NUDCD2
201270_x_at	NUDCD3
204766_s_at	NUDT1
241596_at	NUDT10
219855_at	NUDT11
223535_at	NUDT12
207917_at	NUDT13
231914_at	NUDT14
219347_at	NUDT15
235054_at	NUDT16
224477_s_at	NUDT16L1
232251_at	NUDT16P1
1561847_at	NUDT17
219665_at	NUDT18
235384_at	NUDT19
218609_s_at	NUDT2
202697_at	NUDT21
224464_s_at	NUDT22
1569990_at	NUDT3
212183_at	NUDT4
223100_s_at	NUDT5
230329_s_at	NUDT6
228855_at	NUDT7
218375_at	NUDT9
1552564_at	NUDT9P1
223381_at	NUF2
205135_s_at	NUFIP1
224958_at	NUFIP2
1554663_a_at	NUMA1
236930_at	NUMB
242195_x_at	NUMBL
218768_at	NUP107
202184_s_at	NUP133
202097_at	NUP153
206550_s_at	NUP155
214962_s_at	NUP160
217601_at	NUP188
212247_at	NUP205
212315_s_at	NUP210
232598_at	NUP210L
244681_at	NUP210P1
228902_at	NUP214
225470_at	NUP35
218622_at	NUP37
219007_at	NUP43
218295_s_at	NUP50
218256_s_at	NUP54
207740_s_at	NUP62
232960_at	NUP62CL
218014_at	NUP85
202900_s_at	NUP88
202188_at	NUP93
210793_s_at	NUP98
241425_at	NUPL1
204003_s_at	NUPL2
209230_s_at	NUPR1
225071_at	NUS1
37079_at	NUS1P3
218039_at	NUSAP1
1564603_at	NUTM1
234695_x_at	NUTM2A
1558794_at	NUTM2A-AS1
207877_s_at	NVL
230765_at	NWD2
208922_s_at	NXF1
220110_s_at	NXF3
234648_s_at	NXF5
1553755_at	NXNL1
1552816_at	NXNL2
1561387_a_at	NXPE1
243011_at	NXPE3
220645_at	NXPE4
232377_at	NXPH1
232334_at	NXPH2
221991_at	NXPH3
221967_at	NXPH4
218708_at	NXT1
209628_at	NXT2
1553288_a_at	NYAP1
233916_at	NYAP2
220911_s_at	NYNRIN
234496_x_at	NYX
225510_at	OAF
213322_at	OARD1
202869_at	OAS1
228607_at	OAS2
218400_at	OAS3
205660_at	OASL
201599_at	OAT
200077_s_at	OAZ1
201364_s_at	OAZ2
222075_s_at	OAZ3
219100_at	OBFC1
220848_x_at	OBP2A
234722_x_at	OBP2B
229854_at	OBSCN
212775_at	OBSL1
206498_at	OCA2
205441_at	OCEL1
235537_at	OCIAD1
225314_at	OCIAD2
208274_at	OCLM
235937_at	OCLN
207944_at	OCM2
224270_at	OCR1
203446_s_at	OCRL
220133_at	ODAM
200790_at	ODC1
214485_at	ODF1
210415_s_at	ODF2
230926_s_at	ODF2L
233795_at	ODF3
238327_at	ODF3B
236245_at	ODF3L1
237620_at	ODF3L2
